"축제ID","축제명","개최장소","축제시작일자","축제종료일자","축제내용","홈페이지주소","소재지도로명주소","소재지지번주소","위도","경도"
301,"연극 통일 익스프레스","축제극장 몸짓",20/02/29,20/02/29,"연극 통일 익스프레스","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7532&search_type=1&search_keyword=ED86B5EC9DBC+EC9DB5EC8AA4ED9484EBA088EC8AA4","강원도 춘천시 춘천로 112","강원도 춘천시 효자동 531",37.873069,127.727824
302,"창작뮤지컬 흰 사과나무","한림대학교 일송아트홀",20/01/18,20/01/18,"창작뮤지컬 흰 사과나무","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7527&search_type=1&search_keyword=ED9DB0+EC82ACEAB3BCEB8298EBACB4","강원도 춘천시 한림대학길 1","강원도 춘천시 후평동 1-1",37.88542866,127.7349573
303,"춘천아트페스티벌","네이버TV 춘천아트페스티벌 채널+유튜브 춘천아트페스티벌 채널",20/08/14,20/08/23,"춘천의 순수 공연에술 축제","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7575&search_type=1&search_keyword=ECB698ECB29CEC9584ED8AB8ED8E98EC8AA4ED8BB0EBB28C","강원도 춘천시 춘천로281번길 15 A동 503호","강원도 춘천시 후평동 511-5 크로바아파트",37.881501,127.743005
304,"2020춘천조각공공미술심포지엄","꿈자람 물정원",20/10/05,20/10/25,"2020춘천조각(공공미술)심포지엄","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7573","강원도 춘천시 소양로 77","강원도 춘천시 소양로3가 128-1",37.880714,127.72070696
305,"슬기로운 협동생활","커먼즈필드춘천",20/07/04,20/07/04,"슬기로운 협동생활","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7566&search_type=1&search_keyword=EC8AACEAB8B0EBA19CEC9AB4+ED9891EB8F99EC839DED999C","강원도 춘천시 공지로 255","강원도 춘천시 효자동 303-14",37.86462536,127.73542101
306,"강원문화재단요선시장 코로나땡 동그랑땡","춘천 요선시장",20/09/21,20/09/24,"강원문화재단 요선시장 코로나땡 동그랑땡","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7586&search_type=1&search_keyword=EAB095EC9B90EBACB8ED9994EC9EACEB8BA85DEC9A94EC84A0EC8B9CEC9EA5+ECBD94EBA19CEB8298EB95A1+EB8F99EAB7B8EB9E91EB95A1","강원도 춘천시 금강로 11 KT춘천지사 2층","강원도 춘천시 소양로3가 175-5 KT춘천지사",37.882424,127.723891
307,"제5회 인제가을꽃축제","용대관광지 일원",23/09/22,23/10/22,"가을꽃축제","https://www.inje.go.kr","주소 X","강원도 인제군 북면 용대리 1821-1 일원",37.99772638,128.098499
308,"치악산왕발걸음축제","치악산 일원(구.드림랜드 주차장)",23/09/09,23/09/09,"걷기행사+작은음악회 등","홈페이지 정보 없음","강원도 원주시 소초면 평장동길 86-16","강원도 원주시 소초면 평장리 823-7",37.4186377,128.0031734
309,"제25회 원주한지문화제","원주한지테마파크 일원",23/05/05,23/05/14,"기획전시+온라인체험 등","www.hanjipark.com","강원도 원주시 한지공원길 151","강원도 원주시 무실동 16",37.3343755,127.9353957
310,"제16회 용수골꽃양귀비축제","용수골꽃농장",23/05/23,23/06/11,"꽃밭관람+포토존 이용+기념품 판매 등","홈페이지 정보 없음","강원도 원주시 한지공원길 151","강원도 원주시 판부면 서곡리 1632-2",37.3343755,127.9353957
311,"제21회 장미축제","장미공원",23/05/30,23/06/01,"장미가요제 등","홈페이지 정보 없음","강원도 원주시 장미공원길 67-16","강원도 원주시 단계동 853-3",37.34588179,127.9311849
312,"제13회 남한강축제","법천소공원",23/07/29,23/07/30,"문화예술공연+노래자랑 등","홈페이지 정보 없음","강원도 원주시 부론면 앙암로 1234","강원도 원주시 법천리 1575-1",37.20602239,127.7482249
313,"치악산찰옥수수축제","문막체육공원",23/07/01,23/07/01,"지역 옥수수 판매 및 농특산물 직거래장터 운영 등","홈페이지 정보 없음","주소 X","강원도 원주시 문막읍 문막리 329-45",37.3087155,127.8115249
314,"치악산복숭아축제","댄싱공연장 일원",23/08/01,23/08/01,"지역 복숭아 판매+품평회+기타 등","홈페이지 정보 없음","강원도 원주시 단구로 170","강원도 원주시 명륜동 345",37.3364295,127.9462614
315,"2023 원주 댄싱카니발","댄싱공연장 일원",23/09/22,23/09/24,"댄싱경연+문화예술공연+각종 체험 등","홈페이지 정보 없음","강원도 원주시 단구로 170","강원도 원주시 명륜동 345",37.3364295,127.9462614
316,"981데이 : 중력 구월","9.81파크",23/09/08,23/10/03,"중력으로 놀고 손 안에서 즐겨라","blog.naver.com/981jeju/223208413445","제주특별자치도 제주시 애월읍 천덕로 880-24","주소 X",33.39003694,126.3665286
317,"2023 하영올레 걷기 축제 & 걷기주간","서귀포시청 제1청사",23/09/01,23/09/10,"걷기주간(자유걷기) 걷기투어(테마투어) 걷기축제(메인축제)","www.jejusta.or.kr/pages.php?p=10_1_1_1","제주특별자치도 서귀포시 중앙로 105","주소 X",33.25420363,126.5602182
318,"제19회 쇠소깍 축제","하효항과 쇠소깍 일대",23/09/09,23/09/10,"테우체험 어린이 사생대회 청소년 페스티벌 가요제 현장참여 이벤트 등","www.seogwipo.go.kr/festivals/blacksand/index.htm","제주특별자치도 서귀포시 쇠소깍로 128","주소 X",33.25214808,126.6230025
319,"절물약수암 제6회 산사음악회","제주절물자연휴양림 내 절물약수암 앞 특설무대",23/09/03,23/09/03,"64년 된 제주의 전통 사찰이자 도민은 물론 관광객들에게도 많은 사람을 받고 있는 절물자연휴양림 내 위치한 한국불교조계종 절물약수암에서 산사음악회를 개최한다","www.instagram.com/healinginjeju01/","제주특별자치도 제주시 명림로 584","주소 X",33.44004881,126.6252034
320,"제2회 화북 포구문화제","화북동 화북포구 일원",23/09/22,23/09/23,"보트타고 유적지 탐방 깅이잡기 고망낚시 예길따라 걸을락 체험프로그램(상설 부스 운영)","홈페이지 정보 없음","제주특별자치도 제주시 금산5길 18","주소 X",33.52450753,126.5645726
321,"2023성안올레걷기축제","성안올레코스일원 물사랑홍보관광장 산지천북수구광장",23/09/16,23/09/17,"코스별걷기 문화공연 체험프로그램 등 참여자 모두가 함께 참여하고 즐길 수 있는 다양한 행사가 펼쳐질 예정이다","blog.naver.com/seonganolle","제주특별자치도 제주시 중앙로3길 36","주소 X",33.5151523,126.5283424
322,"제28회 오리문화제","광명시민체육관 등",19/05/31,19/06/01,"오리이원익 영우참배+토크콘서트+전시+체험마당+재현행사 등","www.gmcc.or.kr/","경기도 광명시 철망산로 42","경기도 광명시 하안동 718-18",37.4674687,126.8732102
323,"제29회 오리문화제","광명극장 등",21/10/09,21/10/10,"오리이원익 영우참배+헌화식+오리이원익 청렴 토크콘서트 및 퀴즈대회+메타버스축제장에서 만남 오리 이원익 등","www.gmcc.or.kr/","경기도 광명시 철망산로 42","경기도 광명시 하안동 718-18",37.4674687,126.8732102
324,"농악대축제","광명문화원 공연장",21/10/13,21/10/13,"전국학생농악경연대회(비대면)+개최공연 등","http://gmnongak.enterweb.co.kr/","경기도 광명시 철망산로 42","경기도 광명시 하안동 718-18",37.4674687,126.8732102
325,"지식정보화시대 책이 밥 먹여 주는 시대","춘천사회혁신센터내 안녕하우스",22/08/10,22/08/10,"아이들 독서 교육 강연","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10677&search_type=1&search_keyword=ECA780EC8B9DECA095EBB3B4ED9994EC8B9CEB8C803F+ECB185EC9DB4+EBB0A5+EBA8B9EC97AC+ECA3BCEB8A94+EC8B9CEB8C8021","강원도 춘천시 공지로 255","강원도 춘천시 효자동 303-14",37.864634,127.735428
326,"2021 강원도민 연극교실 금쪽같은 우리엄빠 참여자 모집","강원도립극단 연습실",21/12/04,21/12/05,"2021 강원도민 연극교실 금쪽같은 우리엄빠 참여자 모집","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10001&search_type=1&search_keyword=2021+EAB095EC9B90EB8F84EBAFBC+EC97B0EAB7B9EAB590","강원도 춘천시 안마산로 89 4층","강원도 춘천시 퇴계동 565-6",37.85546242,127.7258527
327,"2021 정책아카데미 청년정책기획자 양성 과정 참여자 모집 안내","강원도 청소년수련원",21/11/20,21/11/21,"2021 정책아카데미 청년정책기획자 양성 과정 참여자 모집 안내","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9991&search_type=1&search_keyword=2021+ECA095ECB185EC9584ECB9B4EB8DB0EBAFB8","강원도 춘천시 신샘밭로 89 강원도청소년수련원","강원도 춘천시 사농동 277-1",37.92294014,127.72063894
328,"창조성워크샵 creativity","안현옥 몸맘창작소",21/11/07,21/11/07,"창조성워크샵(creativity)","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9965","강원도 춘천시 영서로 2299","강원도 춘천시 온의동 152-8",37.865771,127.719531
329,"재춘천인형극제_2021 콘텐츠 창의인재 동반 사업_공연예술의 저작권관련법","춘천인형극장",21/11/04,21/11/04,"공연예술의 저작권관련법","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9961","강원도 춘천시 영서로 3017","강원도 춘천시 사농동 277-3 춘천인형극장",37.92101625,127.720197
330,"한국저작권위원회 2021년 11월 무료 온라인 교육 안내","온라인",21/11/01,21/11/30,"2021년 한국저작권위원회 원격(온라인) 저작권 교육","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9959&search_type=1&search_keyword=ED959CEAB5ADECA080EC9E91EAB68CEC9C84EC9B90ED9A8C5D+2021EB8584+11EC9B94+EBACB4EBA38C+EC98A8EB9DBCEC9DB8+EAB590EC9CA1+EC9588EB82B4","경상남도 진주시 충의로 19","경상남도 진주시 충무공동 227-2",35.17824568,128.14616704
331,"2021 상상언더 청소년 교육생 모집밴드 댄스","상상언더그라운드",21/11/06,21/12/11,"조운동 도시재생현장지원센터에서 중앙로 상상언더그라운드의 청소년 시설을 이용하여 청소년 문화활동 및 여가활동을 도모하기 위해 맞춤 교육프로그램을 운영하고자 합니다.","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9956","강원도 춘천시 중앙로 38-5 다74-75","강원도 춘천시 요선동 19",37.8830376,127.72831632
332,"춘천인형극제 문화예술교육사 실습처 문화예술 장르의 결합과 현장실습","온라인",21/11/01,21/11/04,"문화예술교육사 실습처 문화예술 장르의 결합과 현장실습","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9921&search_type=1&search_keyword=ECB698ECB29CEC9DB8ED9895EAB7B9ECA09C5D+EBACB8ED9994EC9888EC88A0EAB590EC9CA1EC82AC+EC8BA4EC8AB5ECB298+EBACB8ED9994EC9888EC88A0+EC9EA5EBA5B4EC9D98+EAB2B0ED9","세종특별자치시 갈매로 388 정부세종청사 15동","세종특별자치시 어진동 650 문화체육관광부",36.497575,127.265787
333,"2021 청년청 일자리 지원사업 글로벌기업취업JOB GO 시즌2 모집안내","온라인",21/10/30,21/11/30,"2021년 청년들의을 위한 취업콘서트와 그룹멘토링","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9920&search_type=1&search_keyword=2021+ECB2ADEB8584ECB2AD+EC9DBCEC9E90EBA6AC+ECA780EC9B90EC82ACEC97855D+EAB880EBA19CEBB28CEAB8B0EC9785ECB7A8EC9785JOB+GO21+EC8B9CECA68C2+EBAAA8ECA791EC9588E","강원도 춘천시 공지로 255 3층","강원도 춘천시 효자동 303-14",37.86462536,127.73542101
334,"춘천시 청년청 청춘클라스 3차 네트워킹데이 춘천의 길 투어프로그램","커먼즈필드",21/10/30,21/10/30,"춘천의 길_투어프로그램","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9914","강원도 춘천시 공지로 255","강원도 춘천시 효자동 303-14",37.86462536,127.73542101
335,"홍라무와 함께하는 몸시 워크샵","무하 공연예술연습공간",21/10/17,21/10/17,"홍라무와 함께하는 몸시 워크샵","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9889&search_type=1&search_keyword=ED998DEB9DBCEBACB4EC9980+ED95A8EABB98ED9598EB8A94+EBAAB8EC8B9C+EC9B8CED81ACEC83B5","강원도 춘천시 행촌로 35(퇴계동)","강원도 춘천시 퇴계동 890-4",37.85984082,127.724394
336,"한국관광공사 2021 공연관광 마케팅 아카데미_사전모집","온라인",21/10/15,22/01/14,"한국관광공사 2021 공연관광 마케팅 아카데미_사전모집","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9887&search_type=1&search_keyword=ED959CEAB5ADEAB480EAB491EAB3B5EC82AC5D+2021+EAB3B5EC97B0EAB480EAB491+EBA788ECBC80ED8C85+EC9584ECB9B4EB8DB0EBAFB8_EC82ACECA084EBAAA8ECA791","강원도 춘천시 중앙로 16 무림빌딩","강원도 춘천시 요선동 4-9",37.88342559,127.7299087
337,"통합문화예술교육프로그램 나와 만나는 예술 속 몸 짓 손 짓","춘천인형극장",21/09/16,21/10/28,"통합문화예술교육프로그램 나와 만나는 예술 속 몸 짓, 손 짓","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7689&search_type=1&search_keyword=ED86B5ED95A9EBACB8ED9994EC9888EC88A0EAB590EC9CA1ED9484EBA19CEAB7B8EB9EA8","강원도 춘천시 영서로 3017","강원도 춘천시 사농동 277-3 춘천인형극장",37.92101625,127.720197
338,"2021 강원도립극단 배우술훈련","강원도립극단",21/09/27,21/10/07,"2021 강원도립극단 배우술훈련","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7686&search_type=1&search_keyword=2021+EAB095EC9B90EB8F84EBA6BDEAB7B9EB8BA8+EBB0B0EC9AB0EC88A0ED9B88EBA0A8","강원도 춘천시 안마산로 89 4층","강원도 춘천시 퇴계동 565-6",37.85546242,127.7258527
339,"달콤한 잠A Sweet Slumber","축제극장 몸짓",20/07/17,20/07/18,"달콤한 잠은 기억, 정육면체, 그리고 달콤한 잠. 이 세 작품을 통해 현대인들이 받아들이는 변형된 기억의 조각, 스스로를 옭아매는 마음, 그리고 또 다른 마음들의 움직임을 언어, 소리의 충돌","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7567","강원도 춘천시 춘천로 112","강원도 춘천시 효자동 531",37.873069,127.727824
340,"2020 강원민족예술한마당 끽해야 한판","춘천 공지천 의암공원 일원",20/06/12,20/06/13,"코로나19의 빠른 종식과 강원도민의 건강과 안녕을 기원하는 한마당, 우리 안의 신명으로 분단을 극복하고 평화통일의 시대를 염원하는 한마당","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7554&search_type=1&search_keyword=2020+EAB095EC9B90EBAFBCECA1B1EC9888EC88A0ED959CEBA788EB8BB9","강원도 춘천시 수변공원길 18","강원도 춘천시 삼천동 469-15",37.87454686,127.70619713
341,"뮤지컬 루나틱","춘천문화예술회관",20/06/13,20/06/13,"뮤지컬 루나틱","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7553&search_type=1&search_keyword=EBAEA4ECA780ECBBAC+EBA3A8EB8298ED8BB1","강원도 춘천시 효자상길5번길 13","강원도 춘천시 효자동 산40-12 춘천문화예술회관",37.87261579,127.72934048
